Manufacturer,Category,Screen_Size,RAM,GPU,Weight,Screen_resolution,IPS_Panel,Retina_Display,Touchscreen,Quad_HD_plus,GHz,Intel,AMD,Storage_Size,Storage_Size2,Storage_Type,Storage_Type2,os,Weight_KG,Price
Samsung,2 in 1 Convertible,15.0,16,AMD Radeon 540,1.71kg,1920x1080,0,0,1,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.71,47990.1
Toshiba,Notebook,14.0,4,Intel HD Graphics 520,1.75kg,1366x768,1,0,0,0,2.3,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.75,272095.2
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.62kg,1920x1080,0,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.62,293169.0
HP,Ultrabook,12.5,4,Intel HD Graphics 520,1.26kg,1366x768,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.26,33184.799999999996
Asus,2 in 1 Convertible,15.6,12,Nvidia GeForce 940MX,2.3kg,1920x1080,0,0,1,0,2.7,1,0,2TB,NaN,HDD,NaN,Windows - 10,2.3,223811.4
Lenovo,Notebook,15.6,16,Nvidia Quadro M2000M,2.5kg,3840x2160,0,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 7,2.5,63222.0
Acer,Notebook,14.0,4,Intel HD Graphics 620,1.8kg,1920x1080,1,0,0,0,2.4,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.8,169659.3
Razer,Gaming,14.0,16,Nvidia GeForce GTX 1060,1.95kg,1920x1080,0,0,0,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.95,77333.7
Asus,Notebook,15.6,8,Intel HD Graphics 505,2kg,1920x1080,0,0,0,0,1.1,1,0,128GB,NaN,SSD,NaN,Windows - 10,2.0,155227.5
Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070M,4.42kg,1920x1080,1,0,0,0,2.8,1,0,1TB,1TB,SSD ,HDD,Windows - 10,4.42,95734.8
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1070,4.3kg,1920x1080,1,0,0,0,2.6,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.3,62688.6
Toshiba,Ultrabook,14.0,16,Nvidia GeForce 930M,1.47kg,1920x1080,1,0,0,0,2.6,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.47,47056.2
Lenovo,Notebook,15.6,8,Intel HD Graphics 405,2.2kg,1366x768,0,0,0,0,1.6,1,0,1TB,NaN,HDD,NaN,No OS,2.2,87763.8
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,1.7kg,1920x1080,0,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.7,61328.1
MSI,Gaming,14.0,16,Nvidia GeForce GTX 1060,1.6kg,1920x1080,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,1.6,50444.1
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.2kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.2,290501.39999999997
Lenovo,Gaming,15.6,4,Nvidia GeForce GTX 1050,2.4kg,1920x1080,1,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.4,266493.0
Acer,Gaming,17.3,16,Nvidia GeForce GTX 1060,4.2kg,1920x1080,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.2,61328.1
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.62kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.62,262758.6
Asus,Gaming,15.6,8,Nvidia GeForce GTX1060,2.24kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.24,35718.9
Vero,Notebook,14.0,4,Intel HD Graphics 500,1.22kg,1920x1080,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.22,54125.4
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.37kg,1920x1080,1,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.37,52551.6
Lenovo,2 in 1 Convertible,15.6,8,AMD Radeon R7 M460,2.08kg,1920x1080,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.08,255822.59999999998
Apple,Ultrabook,12.0,8,Intel HD Graphics 5300,0.920kg,2304x1440,1,1,0,0,1.2,1,0,512GB,NaN,Flash Storage,NaN,Mac OS - X,0.92,31077.3
Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,1.42kg,2560x1440,1,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.42,62154.899999999994
Asus,Notebook,14.0,4,Intel HD Graphics 500,1.63kg,1366x768,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.63,79761.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,1.95kg,1366x768,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.95,216075.6
Lenovo,2 in 1 Convertible,13.9,8,Intel HD Graphics 620,1.38kg,1920x1080,1,0,1,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.38,35985.9
Dell,Notebook,15.6,8,AMD Radeon R5 M420X,2kg,1920x1080,0,0,0,0,2.0,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,197135.4
HP,Workstation,15.6,8,Nvidia Quadro M2200,3.14kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,3.14,55083.0
Asus,Notebook,15.6,8,Intel HD Graphics 620,2.37kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.37,293169.0
Dell,Ultrabook,13.3,8,Intel HD Graphics 620,1.29kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.29,39987.299999999996
Dell,Notebook,15.6,8,Nvidia GeForce GTX 1050,2.06kg,3840x2160,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.06,46656.299999999996
Dell,Netbook,11.6,4,Intel HD Graphics 505,1.63kg,1366x768,0,0,0,0,1.1,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.63,198469.19999999998
HP,Netbook,12.5,8,Intel HD Graphics 620,1.26kg,1366x768,0,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.26,37052.7
Toshiba,Notebook,15.6,4,Intel HD Graphics 520,2.1kg,1366x768,0,0,0,0,2.3,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.1,208072.8
HP,Notebook,15.6,8,AMD Radeon R7 Graphics,2.04kg,1366x768,0,0,0,0,2.5,0,1,2TB,NaN,HDD,NaN,Windows - 10,2.04,167791.8
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,2.62kg,3840x2160,0,0,0,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.62,44788.799999999996
Lenovo,Notebook,15.6,4,Nvidia GeForce 920M,2.4kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.4,162456.6
HP,Gaming,17.3,12,AMD Radeon RX 580,3.74kg,1920x1080,1,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,3.74,46656.299999999996
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1070,2.9kg,1920x1080,0,0,0,0,2.8,1,0,512GB,1TB,SSD ,HDD,Windows - 10,2.9,64422.299999999996
Samsung,Ultrabook,13.3,8,Intel HD Graphics 620,0.81kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,0.81,39987.299999999996
Dell,Notebook,15.6,8,Nvidia GeForce GT 940MX,1.98kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.98,256356.3
Dell,Notebook,15.6,8,AMD Radeon R5 M420,2.18kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.18,210689.69999999998
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,1.32kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.32,49590.6
Razer,Ultrabook,12.5,16,Intel HD Graphics 620,1.29kg,3840x2160,1,0,1,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.29,47990.1
HP,Netbook,11.6,4,Intel HD Graphics 400,1.23kg,1366x768,0,0,0,0,1.6,1,0,16GB,NaN,Flash Storage,NaN,Chrome OS,1.23,102702.59999999999
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1060,4.36kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,4.36,66823.8
Dell,Notebook,14.0,4,Intel HD Graphics 520,1.76kg,1366x768,0,0,0,0,2.3,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.76,201403.8
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,2.1kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.1,130685.7
Toshiba,Ultrabook,14.0,4,Intel HD Graphics 620,1.25kg,1366x768,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.25,290768.39999999997
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,1.13kg,1920x1080,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.13,66663.3
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.4kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.4,31984.5
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,1.13kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,Flash Storage,NaN,Windows - 10,1.13,50017.5
Toshiba,Notebook,14.0,4,Intel HD Graphics 510,1.75kg,1366x768,0,0,0,0,2.1,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.75,133113.0
Asus,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.1kg,1920x1080,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.1,36225.9
Dell,Notebook,14.0,4,Intel HD Graphics 520,1.76kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.76,156054.6
Acer,Netbook,11.6,4,Intel HD Graphics 400,1.35kg,1366x768,1,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Chrome OS,1.35,94699.8
Acer,Notebook,14.0,8,Intel HD Graphics 620,1.5kg,1920x1080,1,0,0,0,2.4,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.5,165124.19999999998
Razer,Gaming,17.3,32,Nvidia GeForce GTX 1080,3.49kg,3840x2160,0,0,1,0,2.9,1,0,512GB,NaN,SSD,NaN,Windows - 10,3.49,146691.3
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 520,1.1kg,2560x1440,1,0,0,1,2.6,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.1,55992.9
Asus,Notebook,15.6,4,Nvidia GeForce 920,2.1kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Linux,2.1,138448.19999999998
Lenovo,Notebook,14.0,8,Intel HD Graphics 520,1.7kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.7,31637.699999999997
Lenovo,Notebook,14.0,8,Intel HD Graphics 620,1.32kg,1920x1080,1,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.32,44015.4
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,3.21kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,3.21,74016.0
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1070,2.9kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.9,64529.1
Toshiba,Notebook,15.6,4,Intel HD Graphics 620,2.0kg,1366x768,0,0,0,0,2.4,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.0,178462.19999999998
Lenovo,Notebook,14.0,4,Intel HD Graphics 400,1.5kg,1366x768,0,0,0,0,1.6,1,0,16GB,NaN,Flash Storage,NaN,Chrome OS,1.5,86697.0
Asus,Notebook,15.6,8,Intel HD Graphics 620,2.3kg,1920x1080,0,0,0,0,2.5,1,0,128GB,NaN,HDD,NaN,Windows - 10,2.3,157388.4
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1060,2.73kg,1920x1080,0,0,0,0,2.6,1,0,512GB,1TB,SSD ,HDD,Windows - 10,2.73,47990.1
Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,4.42kg,1920x1080,1,0,0,0,2.8,1,0,512GB,1TB,SSD ,HDD,Windows - 10,4.42,81972.3
HP,Notebook,17.3,8,Nvidia GeForce 930MX,2.63kg,1600x900,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.63,242751.59999999998
Dell,Notebook,15.6,8,Intel HD Graphics 620,2.18kg,1366x768,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,2.18,190463.69999999998
HP,Ultrabook,14.0,8,Intel HD Graphics 520,1.54kg,1920x1080,0,0,0,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 7,1.54,49884.0
Dell,Notebook,15.6,4,AMD Radeon R5 M420,2.18kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.18,197135.4
HP,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,1.4kg,1366x768,0,0,1,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Chrome OS,1.4,164057.4
Asus,Ultrabook,13.3,8,Nvidia GeForce 940M,1.45kg,1920x1080,1,0,0,0,2.3,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.45,273695.7
HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.28kg,1920x1080,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.28,60741.0
HP,Ultrabook,14.0,8,Intel HD Graphics 520,1.54kg,1920x1080,0,0,0,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.54,39160.2
HP,Notebook,15.6,4,Intel HD Graphics 400,1.86kg,1366x768,0,0,0,0,1.6,1,0,128GB,NaN,SSD,NaN,No OS,1.86,79761.0
Asus,Gaming,15.6,16,Nvidia GeForce GTX 1060,2.1kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.1,50657.7
Dell,Notebook,17.3,8,AMD Radeon R7 M445,2.83kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Linux,2.83,230747.4
Lenovo,Ultrabook,14.0,8,Nvidia GeForce GT 940MX,1.96kg,1920x1080,1,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.96,50764.2
Asus,Notebook,15.6,8,Nvidia GeForce GTX 930MX,2.3kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.3,209940.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,1.9kg,1920x1080,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.9,252088.19999999998
Asus,Notebook,15.6,4,Intel HD Graphics 505,2kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.0,119775.0
HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.28kg,1920x1080,0,0,1,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.28,68263.8
Dell,Notebook,13.3,8,Intel HD Graphics 520,1.62kg,1920x1080,0,0,1,0,2.3,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.62,173127.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,2.2kg,1920x1080,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,No OS,2.2,125110.2
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,2.3kg,1920x1080,1,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.3,226921.8
HP,Notebook,15.6,8,AMD Radeon R7 M465,1.84kg,1920x1080,0,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.84,35985.9
Toshiba,Notebook,13.3,4,Intel HD Graphics 620,1.05kg,1920x1080,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.05,34278.6
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.5kg,1920x1080,1,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,No OS,2.5,271294.8
Dell,Ultrabook,13.3,16,Intel Iris Plus Graphics 640,1.29kg,3200x1800,0,0,1,1,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.29,59754.0
HP,Notebook,15.6,4,Intel HD Graphics 520,2.07kg,1920x1080,0,0,0,0,2.3,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.07,242751.59999999998
Toshiba,Ultrabook,13.3,8,Intel HD Graphics 520,1.2kg,1366x768,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.2,292102.2
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.37kg,1920x1080,1,0,1,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.37,52018.2
Acer,Notebook,14.0,8,Intel HD Graphics 620,1.56kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.56,240617.4
Dell,Workstation,15.6,8,Nvidia Quadro M620,2.23kg,1920x1080,0,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.23,47429.7
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,2.38kg,1366x768,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.38,281431.8
Lenovo,Notebook,15.6,4,AMD Radeon R5 M430,2.2kg,1920x1080,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,No OS,2.2,127777.79999999999
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,2.0kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,37026.0
Lenovo,Notebook,13.3,4,Intel HD Graphics 620,1.44kg,1920x1080,1,0,0,0,2.4,1,0,1GB,NaN,SSD,NaN,Windows - 10,1.44,196068.6
Samsung,Ultrabook,15.0,16,Nvidia GeForce 940MX,1.23kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.23,49323.9
Dell,Ultrabook,12.5,8,Intel HD Graphics 620,1.6kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.6,45082.2
Asus,Notebook,15.6,4,Intel HD Graphics 505,2kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,Linux,2.0,106434.3
Xiaomi,Ultrabook,13.3,8,Nvidia GeForce 940MX,1.28kg,1920x1080,1,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.28,249420.59999999998
Dell,Notebook,15.6,4,Nvidia GeForce 940MX,2.18kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.18,243418.5
HP,Notebook,15.6,4,Intel HD Graphics 620,2.04kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.04,223811.4
HP,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,1.28kg,1920x1080,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.28,45349.2
HP,2 in 1 Convertible,15.6,4,Intel HD Graphics 620,2.3kg,1366x768,0,0,1,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.3,182677.19999999998
Asus,Notebook,14.1,4,Intel HD Graphics 500,1.65kg,1366x768,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.65,92832.3
Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,2.2kg,1920x1080,1,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,178462.19999999998
Dell,Notebook,15.6,4,Intel HD Graphics,2.2kg,1366x768,0,0,0,0,1.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.2,98434.2
HP,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,1.28kg,1920x1080,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.28,47990.1
Dell,Notebook,15.6,4,AMD Radeon R5 M420X,2.18kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Linux,2.18,121562.4
Asus,Gaming,17.3,12,Nvidia GeForce GTX 1050,2.2kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.2,36543.299999999996
Acer,Netbook,11.6,4,Intel HD Graphics 400,1.25kg,1366x768,1,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Chrome OS,1.25,79227.59999999999
Lenovo,Notebook,17.3,4,AMD Radeon R3,2.8kg,1600x900,0,0,0,0,2.2,0,1,500GB,NaN,HDD,NaN,Windows - 10,2.8,101101.8
HP,Notebook,14.0,4,Intel HD Graphics 620,1.95kg,1920x1080,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.95,33744.9
HP,2 in 1 Convertible,13.3,16,Intel HD Graphics 620,1.42kg,3200x1800,0,0,1,1,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.42,37319.7
Samsung,Ultrabook,15.0,8,Intel HD Graphics 620,1.17kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.17,45322.5
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,1.32kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.32,47990.1
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1060,2.43kg,3840x2160,1,0,0,0,2.6,1,0,512GB,2TB,SSD ,HDD,Windows - 10,2.43,70664.7
Toshiba,Notebook,13.3,8,Intel HD Graphics 620,1.05kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.05,39347.1
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050Ti,2.62kg,1920x1080,0,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Linux,2.62,247819.8
HP,Notebook,15.6,8,Nvidia GeForce 930MX,2.04kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.04,240084.0
Dell,Notebook,15.6,4,AMD Radeon R5 M420X,2.18kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.18,163790.4
Dell,Notebook,15.6,8,Intel HD Graphics 620,1.9kg,1920x1080,0,0,0,0,2.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.9,249420.59999999998
Dell,2 in 1 Convertible,13.3,8,Intel HD Graphics 615,1.24kg,3200x1800,0,0,1,1,1.3,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.24,53701.2
Asus,Gaming,17.3,32,Nvidia GeForce GTX 980M,3.58kg,1920x1080,1,0,0,0,2.7,1,0,256GB,256GB,SSD ,SSD,Windows - 10,3.58,34118.4
Dell,2 in 1 Convertible,13.3,16,Intel HD Graphics 615,1.22kg,1920x1080,0,0,1,0,1.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.22,43988.7
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,1.13kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,Flash Storage,NaN,Windows - 10,1.13,54659.1
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,1.95kg,1920x1080,1,0,0,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.95,52364.7
LG,Ultrabook,15.6,16,Intel HD Graphics 620,1.08kg,1920x1080,1,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.08,55992.9
HP,Netbook,12.5,8,Intel HD Graphics 620,1.26kg,1920x1080,0,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.26,39560.4
Acer,Notebook,15.6,4,Intel HD Graphics,2.20kg,1920x1080,1,0,0,0,1.5,1,0,16GB,NaN,Flash Storage,NaN,Chrome OS,2.2,95766.59999999999
Lenovo,Notebook,15.6,8,Nvidia GeForce GTX 960M,2.6kg,1920x1080,1,0,0,0,2.3,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.6,210473.4
LG,Ultrabook,14.0,8,Intel HD Graphics 620,0.98kg,1920x1080,1,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,0.98,50657.7
Dell,Notebook,14.0,8,Intel HD Graphics 620,1.6kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.6,32144.399999999998
HP,Ultrabook,12.5,8,Intel HD Graphics 515,1.09kg,3840x2160,0,0,1,0,1.2,1,0,240GB,NaN,SSD,NaN,Windows - 10,1.09,82695.59999999999
Lenovo,Notebook,15.6,6,Nvidia GeForce 940MX,2.2kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,210473.4
HP,Notebook,15.6,8,Nvidia GeForce 930MX,2.04kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.04,271825.5
Acer,Notebook,15.6,4,Intel HD Graphics 620,2.4kg,1920x1080,0,0,0,0,2.4,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.4,133113.0
Lenovo,Notebook,13.3,4,Intel HD Graphics 620,1.44kg,1920x1080,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.44,235015.5
HP,Notebook,13.3,8,Intel HD Graphics 620,1.49kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.49,256089.59999999998
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,2.7kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.7,42654.9
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,2.6kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.6,35985.9
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.2kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.2,298746.89999999997
Dell,Notebook,15.6,4,AMD Radeon R5 M420,2.18kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.18,182727.9
HP,Ultrabook,15.6,8,AMD Radeon R7 M365X,1.84kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.84,34598.4
HP,Ultrabook,13.3,8,Intel HD Graphics 620,1.39kg,3200x1800,0,0,1,1,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.39,30650.699999999997
Toshiba,Notebook,15.6,16,Nvidia GeForce 930M,2.4kg,1920x1080,1,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.4,52685.1
